003.77886512,+31.53573771,*,335.0,56.9,-14.4
003.78065208,+61.76720575,*,403.6,58.8,-11.2
003.88528629,+13.41941870,*,270.7,54.2,0.6
003.89046564,+50.05031370,*,795.1,195.3,-19.6
004.16425082,+01.85057729,*,301.5,72.6,14.0
004.19031758,+10.24475802,*,447.2,104.5,-1.9
004.22488512,+49.46192856,*,442.0,88.1,-8.7
004.22905149,+23.25623242,*,151.7,19.2,-19.5
004.27365648,+31.07421533,*,435.5,94.6,-15.4
004.44852220,+01.68870485,*,101.9,8.4,4.6
004.46346784,+20.22702318,*,412.3,87.7,-27.0
004.47002802,+44.57794715,*,207.2,29.8,-4.0
004.53829434,+46.21435458,*,188.0,19.6,-16.6
004.57193855,+11.20628336,*,146.4,18.9,-16.5
004.58239388,+44.55843929,*,508.4,137.6,-7.7
004.58641223,+30.39606440,*,171.6,21.1,-17.4
004.82558413,+73.12261950,*,311.2,52.6,-23.6
004.84766146,+19.99907595,*,270.5,37.9,-26.1
004.92324681,+40.72950687,*,179.6,25.2,2.4
004.94477964,+36.96249753,*,241.8,41.4,-12.4
004.98451465,+16.25090005,*,185.3,17.1,-19.3
005.03971809,+03.03357475,*,396.5,94.1,-0.5
005.06030899,+24.66589133,*,233.5,56.4,25.4
005.13108865,+30.97466252,*,89.0,7.3,11.5
005.14943435,+08.19024803,*,124.7,12.4,-8.4
005.18151870,+61.87959637,*,1184.8,416.3,-3.6
005.18959551,+26.51363527,*,264.3,47.2,9.1
005.18974442,+32.91122853,*,209.5,36.3,9.5
005.29166695,+25.33831113,*,584.4,94.5,19.9
005.42684242,+67.82302547,*,175.2,18.2,-1.9
005.59838913,+35.53635910,*,400.7,100.6,-13.8
005.60602210,+13.48243411,*,172.1,25.1,3.0
005.67386399,+23.90977628,*,613.4,176.6,58.8
005.73901787,+38.75427442,*,287.1,64.4,13.3
006.15894159,+14.31552048,*,180.9,27.7,10.0
006.18645629,+20.07083674,*,264.1,57.2,1.8
006.32392862,+35.03725601,*,574.6,140.8,-15.5
006.35237362,+39.82984292,*,222.0,40.6,-36.1
006.40085682,+34.11719650,*,253.1,49.4,-6.1
006.42453618,+07.69123126,*,234.7,25.0,-23.0
006.52651280,+55.49094765,*,589.9,141.7,-18.0
006.59089239,+49.04900660,*,491.4,121.3,-11.7
006.59172317,+24.73499063,*,371.9,94.9,-17.6
006.66803133,+47.08384041,*,509.3,185.4,-9.3
006.67009557,+34.18386896,*,412.4,79.3,-35.3
006.78252472,+31.17715128,*,475.6,128.2,-26.5
006.78291010,+38.77808360,*,357.3,73.5,-38.6
006.80238880,+25.57858149,*,242.6,48.4,1.9
006.93105078,+04.60714066,*,361.4,68.3,-37.8
006.99366564,+19.51408099,*,170.8,21.8,-13.1
007.01185234,+17.89307501,*,142.5,14.0,-1.3
007.04294638,+20.79597251,*,508.5,125.4,-17.4
007.11553415,+33.79896684,*,224.0,42.3,-15.5
007.15373774,+33.63402399,*,296.0,26.4,8.2
007.21318266,+08.38396024,*,270.5,62.8,-12.1
007.23749526,+48.41371782,*,819.5,265.5,-7.1
007.33684537,+28.82778053,*,356.0,56.6,-21.0
007.38348370,+10.38718283,*,258.9,46.4,13.1
007.40026334,+62.06416651,*,148.5,12.7,-7.1
007.46166210,+09.69782308,*,217.9,28.8,1.6
007.47570256,+08.80624371,*,409.1,117.9,18.6
007.57623035,+15.79532885,*,271.3,46.7,1.1
007.72226733,+29.52842817,*,397.0,127.1,13.1
007.72581643,+77.01948785,*,39.4,0.8,-8.1
007.76633986,+09.30549444,*,239.3,42.9,-27.8
007.85668759,+33.58168169,*,145.3,13.3,-13.1
007.87807193,+20.82951512,*,227.9,29.1,-8.3
007.88050594,+21.11023518,*,335.3,73.4,9.6
007.90037051,+16.02101606,*,242.2,36.7,-25.7
007.90566407,+09.16121584,*,295.9,64.5,3.0
007.92171234,+52.83955844,*,124.4,10.5,4.0
007.92296934,+12.91388642,*,83.1,5.9,-27.3
007.97866946,+19.64295811,*,307.1,70.4,5.8
007.98871296,+28.52109346,*,487.3,128.3,-17.5
008.01766844,+55.99417417,*,429.5,99.5,-15.0
008.09879150,+21.77818654,*,315.5,95.1,3.2
008.13301412,+18.79507188,*,164.4,18.8,-23.5
008.14750345,+20.29443334,*,81.3,4.7,-8.4
008.19773113,+54.12003466,*,268.1,43.9,-36.8
008.29301467,+54.89508062,*,119.7,9.8,-19.9
008.45380998,+43.66669610,*,316.4,60.2,-26.6
008.59919586,+01.00268447,*,278.8,65.2,-23.7
008.73086587,+13.37126922,*,127.7,13.6,-3.3
008.92505477,+32.23230955,*,416.0,81.9,-31.1
009.02766976,+38.25199607,*,271.7,57.5,-4.5
009.04080060,+24.02543793,*,220.7,47.8,6.9
009.19395809,+54.95739709,*,274.2,43.9,-6.3
009.25650821,+55.21726126,*,410.6,92.7,-25.6
009.28000597,+24.01424837,*,107.5,9.8,-17.7
009.37682692,+03.13549746,*,154.3,12.8,-33.1
009.41955556,+21.09977614,*,166.5,18.8,-2.8
009.50226191,+02.76366339,*,263.4,62.8,-3.7
009.52967278,+09.82910145,*,318.8,70.5,-1.9
009.57287209,+71.16801107,*,465.7,107.2,3.7
009.73961842,+26.32380637,*,263.3,50.5,-17.8
009.85548318,+63.04400016,*,538.3,141.6,-5.9
009.87351560,+32.62993201,*,393.1,84.5,6.8
009.98637657,+29.37075619,*,355.5,94.4,-2.9
009.99780503,+76.87117021,*,214.0,26.0,-18.3
010.08336741,+59.46431559,*,182.9,21.9,-33.6
010.09599876,+23.77019039,*,221.9,32.4,2.9
010.12661349,+56.53740928,*,70.5,2.8,-10.9
010.13476947,+39.52986860,*,531.8,167.2,17.0
010.14320300,+15.27087592,*,423.2,76.2,-26.5
010.24671196,+21.02047943,*,170.9,25.2,-20.0
010.35041592,+59.41140497,*,1245.3,422.2,-0.9
010.37191409,+43.31358005,*,430.9,163.0,-20.0
010.59412713,+22.83241419,*,402.3,99.6,-18.9
010.69841273,+30.10266422,*,207.6,19.1,-15.4
010.70411741,+45.92956081,*,195.9,32.7,-3.8
010.71987702,+16.66266875,*,143.5,16.0,-32.8
010.99738779,+49.07044176,*,773.7,276.7,2.3
011.01252779,+70.82348009,*,150.2,13.1,-16.6
011.03308553,+17.92958316,*,421.6,115.9,1.4
011.23027741,+03.20099550,*,342.0,82.0,-5.4
011.26000044,+62.52860937,*,567.8,132.6,-4.3
011.32736600,+27.96355368,*,361.8,49.9,-14.3
011.44379465,+26.17304461,*,680.0,195.2,4.6
011.60149417,+30.94279923,*,73.9,5.0,-26.0
011.61276262,+30.95163673,*,199.1,32.8,-7.4
011.63740001,+15.47561194,*,180.6,24.4,-8.2
011.65739623,+46.89376955,*,260.0,41.9,6.3
011.77415949,+28.72558282,*,553.0,159.2,-5.3
011.83384165,+39.02965364,*,513.1,76.1,2.2
011.93731453,+26.29162679,*,199.9,20.4,10.0
011.93830967,+27.09696932,*,318.6,83.1,1.0
012.03698124,+72.67445774,*,69.4,5.3,3.8
012.17039736,+07.58520186,*,94.1,6.8,-39.5
012.19415062,+78.46729832,*,172.7,18.7,-16.0
012.20147651,+20.21477033,*,350.1,58.4,-14.4
012.25927144,+41.13208313,*,204.1,31.9,-25.1
012.26941382,+14.80919912,*,278.4,58.8,-8.5
012.30780333,+57.07503538,*,470.8,131.1,-12.3
012.32006206,+22.12819784,*,391.0,98.8,-21.3
012.37956757,+46.51092235,*,188.7,22.5,26.1
012.41630759,+06.40714131,*,582.2,160.7,57.2
012.56147971,+28.36904615,*,194.8,29.2,-13.1
012.60207386,+03.38141553,*,368.0,66.9,-45.2
012.65306062,+24.21670348,*,257.8,61.6,-8.1
012.80102170,+38.04231291,*,312.5,69.2,-39.5
012.82629635,+03.38517465,*,139.6,14.3,-26.0
012.90410784,+22.62343661,*,400.9,107.7,-5.5
012.94608448,+48.05658159,*,379.9,119.6,-4.2
012.95864979,+48.98364993,*,463.4,114.1,-15.5
012.97751777,+32.36701383,*,513.5,151.1,-8.4
012.98788650,+33.89003340,*,125.9,15.6,2.6
013.09660330,+25.78062644,*,239.4,26.1,-1.7
013.24099702,+18.10676187,*,304.2,46.5,-12.5
013.28230331,+30.34923305,*,360.5,80.6,-20.3
013.34284217,+69.95608861,*,298.5,50.1,3.3
013.36756319,+37.41831737,*,120.6,12.1,-17.8
013.38896610,+48.51889752,*,461.3,142.6,-14.4
013.45681609,+28.55826467,*,194.2,31.5,-21.8
013.48746308,+21.03092836,*,278.4,61.6,28.7
013.50140933,+25.48825331,*,194.8,22.0,10.1
013.54152281,+32.88844350,*,336.5,82.9,-10.8
013.74174956,+23.62844595,*,39.6,2.0,-5.7
013.75080422,+58.97279657,*,125.4,9.9,-24.4
013.77176755,+48.67854824,*,257.9,44.6,-2.6
013.81107289,+24.55709613,*,183.8,24.6,-2.8
013.83138281,+06.85422733,*,232.6,28.4,-4.9
014.02077421,+29.78017836,*,441.7,120.3,13.9
014.05386154,+57.99659583,*,156.6,16.6,-8.6
014.12785159,+42.97881029,*,288.3,67.0,-4.3
014.13709642,+09.22912265,*,326.8,70.1,-24.7
014.17010377,+28.79826337,*,248.6,52.1,-13.8
014.18528917,+26.33999429,*,292.0,39.8,9.7
014.24672604,+31.89635702,*,552.2,91.8,-9.7
014.33416991,+52.23994300,*,1153.2,356.0,-8.0
014.37412576,+21.48625027,*,134.3,14.0,-14.0
014.41514948,+45.83939494,*,144.4,16.9,-5.7
014.47391203,+29.52152447,*,130.5,13.8,-45.2
014.49358069,+07.61159662,*,182.7,28.8,-5.7
014.49616961,+02.48633209,*,365.8,45.2,-9.5
014.54116845,+39.47544065,*,203.9,33.0,-26.4
014.55914315,+33.95105921,*,59.4,3.0,-6.2
014.56873571,+48.21977056,*,440.9,107.1,-24.7
014.61860964,+26.78584740,*,408.2,94.3,6.4
014.63222724,+16.31364598,*,323.8,94.7,-17.3
014.76262924,+27.65711844,*,318.4,64.3,17.7
014.95697840,+06.48323806,*,304.5,58.9,6.6
015.02354891,+02.63298133,*,373.6,97.2,3.1
015.05521457,+47.31852919,*,263.9,49.6,-16.8
015.11659198,+21.24915918,*,344.7,90.0,14.6
015.13305864,+38.57655552,*,575.0,163.4,-6.2
015.34628933,+08.45070911,*,475.6,107.3,-12.7
015.53174885,+56.32870093,*,151.0,15.9,-2.7
015.65480613,+59.28681145,*,374.9,69.2,-36.3
015.70996758,+62.60907390,*,282.1,50.6,8.4
015.73606615,+07.89007256,*,58.8,2.8,-3.0
015.75729971,+16.13527205,*,301.6,56.8,47.9
015.77627734,+13.04881125,*,309.6,51.1,-39.4
015.90421340,+58.90925342,*,292.5,44.2,-16.9
016.01880512,+38.68854162,*,397.1,90.6,8.2
016.02575314,+31.50233764,*,225.0,35.8,-19.6
016.18169264,+02.31381166,*,140.8,16.7,-12.1
016.21925150,+05.65630133,*,221.4,36.2,1.2
016.22976036,+16.24225993,*,362.2,92.7,-1.6
016.30086396,+19.19781259,*,402.7,98.7,-11.4
016.34761612,+14.10809871,*,217.7,56.9,5.4
016.42458011,+04.19864419,*,162.9,25.7,4.5
016.52397905,+03.27473062,*,288.5,36.0,-18.7
016.54664936,+32.18154253,*,190.3,28.4,-30.2
016.55261372,+26.74394804,*,471.8,128.7,13.5
016.66100561,+23.23285317,*,177.0,27.8,-75.2
016.75030618,+56.93523628,*,99.4,6.6,-38.3
016.77428621,+24.84146901,*,633.2,169.5,34.2
016.78864560,+28.53575800,*,592.1,170.7,13.8
016.78933996,+53.49819318,*,391.4,75.0,-3.2
016.81237346,+44.61668782,*,304.0,77.7,-14.3
016.99825172,+01.99409389,*,46.8,1.8,38.0
017.09099608,+09.90820086,*,283.7,70.5,3.4
017.18399735,+86.25711803,*,96.9,4.6,1.3
017.30122060,+80.01167654,*,145.4,11.2,-36.7
017.43248991,+35.62083048,*,60.5,2.7,-25.1
017.54762035,+15.67397125,*,179.4,24.3,-15.9
017.58103932,+25.45803989,*,108.6,8.5,-48.8
017.63982219,+02.44570842,*,278.8,56.5,-12.5
017.71771118,+49.16438722,*,454.1,132.1,2.1
017.79409811,+46.18391354,*,251.5,44.1,-25.8
017.81770602,+14.69178328,*,224.8,45.0,-27.0
017.86330901,+21.03467568,*,138.4,12.8,-12.3
017.91559323,+49.62389361,*,473.1,138.5,-13.1
018.14192241,+45.33747997,*,217.5,32.8,16.8
018.38578747,+44.17236114,*,171.6,21.2,-43.0
018.38817869,+25.00595160,*,385.9,106.9,-23.2
018.39082919,+26.45226969,*,417.9,112.4,-24.8
018.75664898,+34.88474998,*,368.6,87.9,15.5
018.86515481,+51.74113208,*,315.7,85.5,-8.3
018.88918118,+06.95617510,*,465.1,131.9,-15.9
019.04956035,+17.63461477,*,271.8,23.6,-11.0
019.05251889,+87.14554531,*,103.1,5.7,-11.2
019.05588188,+16.82773048,*,268.5,39.0,-24.2
019.06984071,+55.27890904,*,1280.0,417.3,-8.3
019.07875996,+33.11480731,*,102.2,9.9,-17.1
019.18529927,+05.05565535,*,364.0,106.1,14.8
019.27105871,+44.90209025,*,184.8,25.0,-15.8
019.33123456,+01.84127914,*,516.7,146.0,3.1
019.35059759,+31.74460911,*,88.4,6.6,16.9
019.38741717,+14.24274813,*,309.8,59.2,-34.6
019.42404629,+44.63191550,*,300.4,72.2,5.9
019.54225774,+47.41971636,*,476.8,114.0,-9.7
019.55788373,+57.80316871,*,336.9,88.6,-2.7
019.63822459,+43.28115673,*,271.4,40.3,-7.8
019.76308208,+45.70586519,*,348.6,95.1,5.4
019.79568491,+76.79659669,*,205.0,24.3,-20.2
019.85075483,+18.13791621,*,135.5,15.1,-7.1
019.85090038,+03.28973359,*,201.1,31.1,1.0
019.86800589,+08.39628969,*,189.7,29.8,18.9
020.07501388,+43.51014391,*,168.4,27.2,13.4
020.27645581,+43.23384801,*,478.6,130.1,-7.8
020.28064145,+28.73838983,*,106.6,8.9,-8.5
020.31238418,+22.37467280,*,375.6,93.4,15.4
020.43354998,+09.70601813,*,339.1,81.3,-25.5
020.49281613,+12.60417535,*,82.3,6.4,-3.1
020.51043979,+79.02534052,*,181.1,18.7,-14.6
020.54774392,+31.70602439,*,163.1,23.7,-10.9
020.58497087,+45.52875660,*,60.7,2.6,7.2
020.59297160,+16.82578056,*,133.5,13.6,-13.9
020.65381169,+01.72644123,*,256.4,43.9,-2.3
020.72323497,+11.36661822,*,96.3,7.4,1.8
020.73514375,+31.84121472,*,461.5,119.9,-14.4
020.80050379,+33.28989495,*,243.8,54.1,-2.9
020.85396862,+20.46898990,*,260.7,45.2,-3.1
020.94333883,+48.37619089,*,422.5,88.9,-36.6
021.32962314,+16.25708174,*,474.0,106.4,-8.1
021.42269821,+44.78657721,*,101.8,8.5,3.4
021.48293404,+68.12994739,*,59.6,1.9,9.4
021.59817582,+20.07090163,*,98.8,7.2,-18.4
021.67352916,+19.24056476,*,95.9,7.0,12.9
021.68242416,+27.24670400,*,150.7,18.4,-28.1
021.77320159,+25.43979148,*,543.2,113.0,-21.7
021.81931350,+03.80551945,*,199.9,31.6,11.1
021.90717318,+66.07696970,*,684.0,207.2,-9.3
021.92805944,+31.96676096,*,118.5,11.3,-13.2
022.00249311,+15.98844176,*,272.7,52.4,-33.8
022.09520584,+07.96137392,*,123.1,11.4,4.5
022.30348277,+36.62781090,*,277.3,38.1,-11.3
022.34561494,+20.48168739,*,506.0,141.7,29.5
022.34788618,+25.27534104,*,145.9,12.6,4.6
022.44463773,+65.17106561,*,628.5,171.2,-1.7
022.52542506,+47.00737711,*,91.2,6.4,-13.8
022.52839703,+22.34829580,*,182.8,35.2,81.1
022.54559597,+06.14393314,*,108.9,8.2,-18.4
022.57621517,+59.78202938,*,311.0,57.8,13.3
022.74568301,+49.34335825,*,188.9,22.7,-50.9
022.93520386,+22.74128299,*,330.8,40.6,-7.6
022.94426018,+30.62485379,*,339.0,64.0,-55.0
022.97188393,+09.98827972,*,192.1,34.3,7.5
023.10112547,+68.40906428,*,144.2,11.5,-30.0
023.13847988,+11.88259982,*,341.4,42.3,1.4
023.19188685,+13.16138576,*,377.6,95.8,-9.4
023.19879964,+35.84280230,*,159.1,23.8,-26.4
023.21031041,+45.62547295,*,634.3,193.2,-31.0
023.32611246,+08.20881472,*,187.9,17.2,-9.8
023.33866261,+55.81770036,*,733.2,199.9,-9.2
023.38826458,+62.52663262,*,185.6,28.1,-8.4
023.47634787,+35.60821238,*,325.4,38.8,4.4
023.48302496,+59.23209665,*,63.1,2.7,-8.9
023.65516093,+35.11176144,*,203.2,24.5,-6.8
023.70436400,+18.46067238,*,170.0,17.7,-11.0
023.71904116,+08.27487179,*,224.6,40.7,-16.8
023.85122527,+63.08197758,*,128.9,12.8,-3.6
023.90182324,+61.47649773,*,692.2,287.3,5.1
023.90377263,+52.16384412,*,288.9,61.8,-21.9
023.90944105,+28.26959851,*,186.9,29.2,5.9
023.96859930,+41.07641867,*,120.4,10.3,-9.5
024.07058909,+04.31432409,*,306.4,45.9,2.8
024.11339268,+48.72282149,*,138.0,15.9,-3.5
024.17193070,+06.71807958,*,235.1,47.0,-20.9
024.18134717,+07.83150675,*,308.8,74.0,56.3
024.49792651,+48.62848641,*,53.6,2.1,-28.3
024.51961669,+41.17916581,*,417.3,102.1,-22.6
024.54589426,+35.33919072,*,331.0,81.7,46.5
024.58294363,+02.58607253,*,478.0,145.9,57.4
024.65520332,+21.39823153,*,268.5,47.6,-5.7
024.67848760,+46.34645938,*,527.1,123.7,2.1
024.71585843,+31.64949691,*,380.6,87.0,3.1
024.80949533,+27.75655114,*,182.6,19.4,-11.5
024.81411531,+14.28562593,*,144.3,13.6,2.5
024.91986640,+16.40588595,*,139.7,15.6,-6.0
025.05465447,+53.86828894,*,208.5,33.9,1.1
025.07144470,+39.58778465,*,209.9,36.2,-7.3
025.26848781,+13.77363695,*,122.9,12.7,-11.7
025.35521798,+09.07296027,*,340.6,85.3,-20.8
025.35794814,+05.48760445,*,113.6,9.6,-2.5
025.41350900,+30.04713542,*,171.1,23.2,-8.9
025.53244394,+39.41220094,*,467.8,116.8,12.0
025.53904539,+66.79234761,*,308.8,64.2,-1.2
025.61207566,+15.77854670,*,207.2,25.3,7.3
025.65452871,+40.37736879,*,310.1,52.9,-10.6
025.79628206,+48.51677663,*,553.8,144.1,5.5
025.81828533,+45.32263641,*,56.4,2.5,6.3
025.83906703,+59.63288280,*,156.2,14.5,-24.2
025.90092910,+51.51582552,*,278.9,53.6,6.3
025.91046322,+05.74549241,*,394.5,113.1,-16.1
025.96629254,+03.59000012,*,371.6,83.2,-37.1
026.02339106,+43.24022916,*,263.0,54.1,-26.2
026.11055417,+46.13976854,*,175.5,22.5,-20.2
026.14985337,+03.22373927,*,398.6,90.7,8.5
026.25231728,+58.79129576,*,230.2,25.4,3.3
026.27760099,+28.73472606,*,290.1,66.1,-31.7
026.34828629,+09.15764102,*,80.3,5.5,3.4
026.53799553,+80.25369961,*,407.5,78.1,7.2
026.76376246,+26.16831104,*,342.9,85.9,-28.7
027.16184118,+37.95293583,*,96.6,6.6,-13.6
027.16182516,+44.42764268,*,646.9,162.9,-6.2
027.16919096,+07.68397678,*,207.5,32.0,3.8
027.73524501,+06.00694031,*,105.9,11.7,-32.9
027.78084032,+43.52523452,*,268.7,58.1,-15.2
027.78871641,+38.02395641,*,331.2,92.2,-26.9
027.88548360,+09.30200001,*,434.2,86.4,-27.1
027.94666692,+18.29028452,*,115.8,10.5,-11.4
028.04316907,+24.11731175,*,123.7,13.8,14.8
028.29393462,+28.81898352,*,243.0,42.6,-15.8
028.32229965,+40.72979974,*,179.5,25.7,-2.4
028.47592974,+49.94296869,*,316.6,69.9,-3.5
028.58455399,+69.18232670,*,251.5,37.3,-35.7
028.59226605,+08.78104205,*,429.9,111.5,10.7
028.60233177,+11.40266054,*,167.3,26.3,11.4
028.61772083,+40.88974425,*,536.1,154.8,-16.4
028.72395703,+40.70220085,*,117.9,20.3,-37.4
028.73229655,+27.84182981,*,203.4,24.4,0.2
028.74013935,+37.12833508,*,161.8,15.6,-4.2
028.81108165,+15.34086335,*,172.9,16.6,-6.1
028.92661563,+81.95898770,*,428.0,36.7,-4.3
028.94510178,+51.68821957,*,185.7,17.3,-6.8
028.96263355,+23.57734317,*,169.1,23.5,-13.2
028.97697359,+37.27780093,*,350.5,80.1,-4.7
029.00287722,+43.06094037,*,459.6,99.1,10.0
029.01052483,+80.90864534,*,176.7,18.7,-24.3
029.21707548,+52.48943157,*,722.4,175.3,-15.9
029.23542300,+61.24540272,*,321.6,77.1,-26.1
029.43223051,+27.80452380,*,146.3,15.9,-28.9
029.49679170,+47.09553693,*,406.3,97.2,-7.3
029.51353034,+49.64282638,*,170.1,22.8,-28.8
029.51584088,+31.13449182,*,178.3,25.3,-17.1
029.63958177,+49.20425200,*,76.8,4.2,15.4
029.68456650,+45.43524721,*,163.5,20.4,8.1
029.89831329,+21.05860461,*,118.9,9.2,16.1
029.91375071,+60.00772478,*,536.7,212.7,-2.4
030.16031337,+75.95285843,*,332.4,57.1,-37.0
030.37646929,+17.95393758,*,301.9,34.6,-30.8
030.53278750,+28.40022662,*,120.3,9.0,2.8
030.60387105,+12.68519208,*,143.0,14.9,-18.6
030.60480847,+42.84924892,*,242.3,52.3,-1.2
030.64615770,+13.47672808,*,276.2,66.7,2.2
030.73767498,+77.91627546,*,342.5,59.2,-10.5
030.73985718,+11.01875980,*,228.9,44.5,13.5
030.92755689,+18.25328848,*,327.5,41.8,-33.8
031.17950442,+40.70535499,*,911.0,281.0,-3.7
031.21246935,+07.73566461,*,164.3,26.4,-6.8
031.32060140,+29.10407479,*,180.6,27.3,8.8
031.44402154,+25.14491501,*,288.0,68.3,-20.6
031.50347504,+63.17236865,*,181.7,23.4,3.3
031.55113149,+08.24814235,*,287.8,65.9,6.5
031.62329461,+13.46192581,*,169.7,20.1,-10.7
031.70122225,+01.44209572,*,426.2,95.4,-6.9
031.73293309,+26.32333888,*,162.8,22.8,35.0
031.79285757,+23.46277743,*,20.2,0.4,3.4
031.94673753,+05.98489843,*,222.6,29.1,-2.7
032.00025839,+29.57044461,*,502.5,126.7,0.9
032.01629922,+15.80461233,*,414.1,99.4,5.4
032.03016006,+11.19047079,*,332.5,90.6,-3.5
032.07091061,+24.81920942,*,317.2,70.2,5.5
032.41737787,+32.31642158,*,526.6,142.6,0.9
032.59998120,+56.29720974,*,173.4,29.0,-20.2
032.65642510,+19.50040351,*,192.9,18.3,-32.5
032.80025110,+25.93695537,*,262.7,58.2,-0.5
032.84469182,+01.68269838,*,394.4,93.8,-4.4
033.09545794,+29.20285840,*,490.2,130.2,15.1
033.15630080,+24.16779356,*,176.8,26.5,8.1
033.17755113,+13.91848558,*,259.2,37.3,-5.6
033.22310985,+19.82126446,*,240.3,73.1,-2.5
033.26352181,+15.27991044,*,159.4,13.6,-2.2
033.29042812,+30.55885630,*,395.4,114.3,-14.9
033.38962584,+53.05859199,*,1597.4,536.1,-5.8
033.46540269,+19.61443211,*,126.4,15.0,5.0
033.50970807,+26.62689822,*,190.9,28.6,32.9
033.63538992,+06.65107220,*,228.6,37.8,11.1
033.65413702,+01.67762058,*,281.1,63.4,-26.1
033.65781644,+28.69142584,*,60.5,3.4,-18.2
033.78207145,+55.08818955,*,326.8,62.0,20.4
033.89687565,+16.19508995,*,261.0,30.1,-20.1
034.17400105,+67.28391848,*,662.5,186.1,0.1
034.18862841,+83.56151865,*,131.6,8.3,-11.0
034.38733784,+44.30494266,*,728.8,294.6,0.1
034.46808908,+40.55050084,*,321.2,76.7,4.0
034.48881558,+29.00727061,*,349.7,68.0,-15.1
034.49925395,+57.89980835,*,117.2,8.4,13.3
034.67315658,+08.18069600,*,172.1,28.1,-3.7
034.80853978,+50.14390792,*,191.8,17.6,-9.2
035.01186168,+32.31857455,*,473.9,119.0,-3.6
035.01851742,+30.18817435,*,215.9,33.9,-21.7
035.05664907,+14.29779801,*,292.9,63.2,-7.0
035.15237486,+63.87395223,*,250.3,35.0,-10.0
035.24949686,+55.40798516,*,327.6,75.3,-0.6
035.31035271,+23.42663938,*,418.9,95.7,7.8
035.31329013,+59.67516618,*,1034.5,364.8,-7.1
035.37722877,+56.18350047,*,448.6,135.9,-19.7
035.45952210,+16.16259036,*,233.1,43.9,-3.8
035.60046748,+30.32441578,*,327.9,87.1,1.5
035.66301895,+27.64134550,*,560.8,191.8,-3.7
035.75217301,+03.79860745,*,145.1,14.2,10.6
035.97122892,+33.85785267,*,384.9,93.5,-15.2
036.01148065,+42.10230026,*,562.5,191.3,-3.1
036.04179299,+40.09481120,*,94.5,8.5,-6.1
036.04314391,+10.27251762,*,145.2,20.8,-45.4
036.12490181,+47.37274450,*,521.9,127.2,-17.7
036.12703710,+09.71336520,*,153.3,14.6,-12.5
036.16684711,+27.65953338,*,509.4,148.3,-6.7
036.17268707,+29.24478461,*,229.5,39.9,23.2
036.29177409,+33.86676098,*,593.4,180.9,-9.9
036.32857895,+27.68386811,*,297.3,65.6,-12.6
036.36643404,+32.40769784,*,341.4,74.8,3.5
